"fecha";"Run Fondo";"serie";"periodo";"rent_acumulada"
2023-04-15;"9209";B-APV;"3M";-0.0328056466024819782476478802732339221358
2023-04-15;"9209";B-APV;"6M";-0.1617770787188233064867778731876252114950
2023-04-15;"9209";B-APV;"1Y";-0.0231275756273643726221105475983753989841
2023-04-15;"9209";B-APV;YTD;-0.0685213399841009409839276188677866239394
2023-04-16;"9209";B-APV;"1M";-0.0330998008870621450946413386481425320225
2023-04-16;"9209";B-APV;"3M";-0.0295779365700870236737702207095431328919
2023-04-16;"9209";B-APV;"6M";-0.1617770787188233064867778731876252114950
2023-04-16;"9209";B-APV;"1Y";-0.0231275756273643726221105475983753989841
2023-04-16;"9209";B-APV;YTD;-0.0685213399841009409839276188677866239394
2023-04-17;"9209";B-APV;"1M";-0.0352938774353826595887972488420375100519
2023-04-17;"9209";B-APV;"3M";-0.0239069959977273482544384446797917119680
2023-04-17;"9209";B-APV;"6M";-0.1724155345205902423248571549084491040106
2023-04-17;"9209";B-APV;"1Y";-0.0182560106305103865593595536351332113782
2023-04-17;"9209";B-APV;YTD;-0.0638761491462449786882603339747771007337
2023-04-18;"9209";B-APV;"1M";-0.0425470133106671369557766534204667278733
2023-04-18;"9209";B-APV;"3M";-0.0211561461273444272312022146182749061883
2023-04-18;"9209";B-APV;"6M";-0.1822779792665225501518774643068894430844
2023-04-18;"9209";B-APV;"1Y";-0.0291745785143379265123566500404217115742
2023-04-18;"9209";B-APV;YTD;-0.0709143894222436765238128601100970876724
2023-04-19;"9209";B-APV;"1M";-0.0405012734732930000188470064826405175939
2023-04-19;"9209";B-APV;"3M";-0.0384096314609864992733239287403877395772
2023-04-19;"9209";B-APV;"6M";-0.1855852718719640382627018722623408317862
2023-04-19;"9209";B-APV;"1Y";-0.0276704419334615397796627820107489239870
2023-04-19;"9209";B-APV;YTD;-0.0689292606772155885752947602679104465481
2023-04-20;"9209";B-APV;"1M";-0.0419087249559468647415012021340563734734
2023-04-20;"9209";B-APV;"3M";-0.0358212485774748297077329859324164938243
2023-04-20;"9209";B-APV;"6M";-0.1860250644317959858925427959010844035416
2023-04-20;"9209";B-APV;"1Y";-0.0318870689310574298395467999753146076521
2023-04-20;"9209";B-APV;YTD;-0.0751044463646771477826212813009136028790
2023-04-21;"9209";B-APV;"1M";-0.0310701788601099367815223800657051819229
2023-04-21;"9209";B-APV;"3M";-0.0305559399200838689092873679997160831931
2023-04-21;"9209";B-APV;"6M";-0.1869280295726396638049651587580107208728
2023-04-21;"9209";B-APV;"1Y";-0.0284583985393432972074927686476960476574
2023-04-21;"9209";B-APV;YTD;-0.0700536603371344324044217934417586874676
2023-04-22;"9209";B-APV;"1M";-0.0277563969248584574721794943386654851160
2023-04-22;"9209";B-APV;"3M";-0.0305559399200838689092873679997160831931
2023-04-22;"9209";B-APV;"6M";-0.1869280295726396638049651587580107208728
2023-04-22;"9209";B-APV;"1Y";-0.0477478428122660103420033321594095129521
2023-04-22;"9209";B-APV;YTD;-0.0700536603371344324044217934417586874676
2023-04-23;"9209";B-APV;"1M";-0.0113553636808339735513885478801692405277
2023-04-23;"9209";B-APV;"3M";-0.0223383174082953107702936995003207038463
2023-04-23;"9209";B-APV;"6M";-0.1869280295726396638049651587580107208728
2023-04-23;"9209";B-APV;"1Y";-0.0477478428122660103420033321594095129521
2023-04-23;"9209";B-APV;YTD;-0.0700536603371344324044217934417586874676
2023-04-24;"9209";B-APV;"1M";0.0041836498784436899929461841743971505794
2023-04-24;"9209";B-APV;"3M";0.0115166879722138017614172615702557368574
2023-04-24;"9209";B-APV;"6M";-0.1723170792538901369639915330426217889382
2023-04-24;"9209";B-APV;"1Y";-0.0252608063894494632328365073750882648043
2023-04-24;"9209";B-APV;YTD;-0.0480933664660005782731221543615756554471
2023-04-25;"9209";B-APV;"1M";0.0031335272262464959900390653688891581180
2023-04-25;"9209";B-APV;"3M";0.0126873790592729938518918134932903607454
2023-04-25;"9209";B-APV;"6M";-0.1622693141533266171555807157629648063394
2023-04-25;"9209";B-APV;"1Y";-0.0449931051181448448789160895788499458547
2023-04-25;"9209";B-APV;YTD;-0.0490888205532801606582783459239651373447
2023-04-26;"9209";B-APV;"1M";-0.0075957339472065217461655645940222977679
2023-04-26;"9209";B-APV;"3M";0.0032298348659597857225066543158375188407
2023-04-26;"9209";B-APV;"6M";-0.1554177404888359758450889733388268236833
2023-04-26;"9209";B-APV;"1Y";-0.0515537257794491361937182649043268321965
2023-04-26;"9209";B-APV;YTD;-0.0592595247717416180163121445263742990173
2023-04-27;"9209";B-APV;"1M";-0.0060402051096711344645025736117786798678
2023-04-27;"9209";B-APV;"3M";-0.0019421625804978515421561603636714381809
2023-04-27;"9209";B-APV;"6M";-0.1523218954520494607722742668169342762310
2023-04-27;"9209";B-APV;"1Y";-0.0556393515565080296249755449126340283091
2023-04-27;"9209";B-APV;YTD;-0.0634556171417264306242916020382907039263
2023-04-28;"9209";B-APV;"1M";0.0045305505940266514392509015294096640937
2023-04-28;"9209";B-APV;"3M";0.0001621999190391321800186726261292473468
2023-04-28;"9209";B-APV;"6M";-0.1423846440384872173623510169798021300894
2023-04-28;"9209";B-APV;"1Y";-0.0637289459517887212742572813173372276451
2023-04-28;"9209";B-APV;YTD;-0.0614809531447635145054755472388578200637
2023-04-29;"9209";B-APV;"1M";0.0141402800159949271603860688580694195290
2023-04-29;"9209";B-APV;"3M";0.0001621999190391321800186726261292473468
2023-04-29;"9209";B-APV;"6M";-0.1423846440384872173623510169798021300894
2023-04-29;"9209";B-APV;"1Y";-0.0573550936832799567573182211320444562296
2023-04-29;"9209";B-APV;YTD;-0.0614809531447635145054755472388578200637
2023-04-30;"9209";B-APV;"1M";0.0178242491766595584616915255606046689299
2023-04-30;"9209";B-APV;"3M";-0.0087532612778128506830048164797154913943
2023-04-30;"9209";B-APV;"6M";-0.1423846440384872173623510169798021300894
2023-04-30;"9209";B-APV;"1Y";-0.0573550936832799567573182211320444562296
2023-04-30;"9209";B-APV;YTD;-0.0614809531447635145054755472388578200637
2023-05-01;"9209";B-APV;"1M";0.0164153750111064045119879322152000364951
2023-05-01;"9209";B-APV;"3M";0.0145245682819923535523902560215833270889
2023-05-01;"9209";B-APV;"6M";-0.1423846440384872173623510169798021300894
2023-05-01;"9209";B-APV;"1Y";-0.0573550936832799567573182211320444562296
2023-05-01;"9209";B-APV;YTD;-0.0614809531447635145054755472388578200637
2023-05-02;"9209";B-APV;"1M";0.0233182050464219564451235818520125331183
2023-05-02;"9209";B-APV;"3M";0.0349437123572216240786901905245313958819
2023-05-02;"9209";B-APV;"6M";-0.1378866973868562880374930282739810962037
2023-05-02;"9209";B-APV;"1Y";-0.0617979773547722282359497223845430223835
2023-05-02;"9209";B-APV;YTD;-0.0551071441444055062378624004407826548423
2023-05-03;"9209";B-APV;"1M";0.0059700452188384197220931546097716121182
2023-05-03;"9209";B-APV;"3M";0.0217653829004700754459599635285405583171
2023-05-03;"9209";B-APV;"6M";-0.1506848834903257724180605101623953189165
2023-05-03;"9209";B-APV;"1Y";-0.0607090238220776653563341026882324350823
2023-05-03;"9209";B-APV;YTD;-0.0582866206507717532563305167063798385149
2023-05-04;"9209";B-APV;"1M";-0.0124633157317330387525969286976435828974
2023-05-04;"9209";B-APV;"3M";0.0147945512381002723305613815822315147279
2023-05-04;"9209";B-APV;"6M";-0.1417236360479410699646067100994500984332
2023-05-04;"9209";B-APV;"1Y";-0.0699283223901666992021446988218882495655
2023-05-04;"9209";B-APV;YTD;-0.0647113102629900159213797193801799789914
2023-05-05;"9209";B-APV;"1M";-0.0182062333436952287783302108058507154855
2023-05-05;"9209";B-APV;"3M";0.0083695311789701732319401203772808653011
2023-05-05;"9209";B-APV;"6M";-0.1471576845929803856937608607677427688814
2023-05-05;"9209";B-APV;"1Y";-0.0798563378416174529312864523142129296348
2023-05-05;"9209";B-APV;YTD;-0.0706329508406874542708298126288877534710
2023-05-06;"9209";B-APV;"1M";-0.0235328088401753447919845418716750078634
2023-05-06;"9209";B-APV;"3M";-0.0114879454225296313468320011664466257403
2023-05-06;"9209";B-APV;"6M";-0.1471576845929803856937608607677427688814
2023-05-06;"9209";B-APV;"1Y";-0.0739570552393609850089153121025907883901
2023-05-06;"9209";B-APV;YTD;-0.0706329508406874542708298126288877534710
2023-05-07;"9209";B-APV;"1M";-0.0235328088401753447919845418716750078634
2023-05-07;"9209";B-APV;"3M";-0.0049228837267526193041969120935716940942
2023-05-07;"9209";B-APV;"6M";-0.1352740885679537856633436591245827027978
2023-05-07;"9209";B-APV;"1Y";-0.0739570552393609850089153121025907883901
2023-05-07;"9209";B-APV;YTD;-0.0706329508406874542708298126288877534710
2023-05-08;"9209";B-APV;"1M";-0.0260232454817885492117617518151411907501
2023-05-08;"9209";B-APV;"3M";0.0003716900328525001045515349301785432044
2023-05-08;"9209";B-APV;"6M";-0.1258454853485098415642541763750591665372
2023-05-08;"9209";B-APV;"1Y";-0.0763188870573865115298196094759873893583
2023-05-08;"9209";B-APV;YTD;-0.0730032606408407481523126440128528214354
2023-05-09;"9209";B-APV;"1M";-0.0272127946811539224631260441818231956310
2023-05-09;"9209";B-APV;"3M";-0.0047125894859366778072889615539878319893
2023-05-09;"9209";B-APV;"6M";-0.1240814885870526828096339773556641840305
2023-05-09;"9209";B-APV;"1Y";-0.0883499290918350114588879943772772554854
2023-05-09;"9209";B-APV;YTD;-0.0741354316336325283771799213015520574122
2023-05-10;"9209";B-APV;"1M";-0.0405673925916827782153800788207937489303
2023-05-10;"9209";B-APV;"3M";-0.0156855883607296715166990310446059468603
2023-05-10;"9209";B-APV;"6M";-0.1182219425523527610603728442819091254222
2023-05-10;"9209";B-APV;"1Y";-0.0935052776260630455525139626642236009580
2023-05-10;"9209";B-APV;YTD;-0.0791701251649688098641934450488207656658
2023-05-11;"9209";B-APV;"1M";-0.0189072110761423359567236760904109397772
2023-05-11;"9209";B-APV;"3M";-0.0053895109198355413811432675539769653972
2023-05-11;"9209";B-APV;"6M";-0.1028380586059351305855130607650074217506
2023-05-11;"9209";B-APV;"1Y";-0.0773396571819699674386484238446768161802
2023-05-11;"9209";B-APV;YTD;-0.0695381055693186291737120285514271656151
2023-05-12;"9209";B-APV;"1M";-0.0197728649538726922478466672593991454519
2023-05-12;"9209";B-APV;"3M";-0.0171082214912467649759638214882865720834
2023-05-12;"9209";B-APV;"6M";-0.1134086098340903990184760464740447217308
2023-05-12;"9209";B-APV;"1Y";-0.0946931574469168817775550419725138198393
2023-05-12;"9209";B-APV;YTD;-0.0805010038679724098952030458461912014306
2023-05-13;"9209";B-APV;"1M";-0.0110371114532152712101394356742306935399
2023-05-13;"9209";B-APV;"3M";-0.0084851830788377852521256844782118410995
2023-05-13;"9209";B-APV;"6M";-0.1134086098340903990184760464740447217308
2023-05-13;"9209";B-APV;"1Y";-0.0874573683471957333691282760069853184086
2023-05-13;"9209";B-APV;YTD;-0.0805010038679724098952030458461912014306
2023-05-14;"9209";B-APV;"1M";-0.0128609107198086454634835664369105747420
2023-05-14;"9209";B-APV;"3M";-0.0030864439112725366291291484229589693590
2023-05-14;"9209";B-APV;"6M";-0.1245330019721995877893509747219863443844
2023-05-14;"9209";B-APV;"1Y";-0.0874573683471957333691282760069853184086
2023-05-14;"9209";B-APV;YTD;-0.0805010038679724098952030458461912014306
2023-05-15;"9209";B-APV;"1M";-0.0174296986426522002313679681764760049713
2023-05-15;"9209";B-APV;"3M";-0.0116114950937429296581966786366869134452
2023-05-15;"9209";B-APV;"6M";-0.1191488250834482318831738922411354871144
2023-05-15;"9209";B-APV;"1Y";-0.0916809005726446736283104655880569656207
2023-05-15;"9209";B-APV;YTD;-0.0847567323202395471088458278392957978628
2023-05-16;"9209";B-APV;"1M";-0.0035390223665414174763455850467573502175
2023-05-16;"9209";B-APV;"3M";0.0001821652927822625013495542594430701957
2023-05-16;"9209";B-APV;"6M";-0.1132360722867618696234415603182324549429
2023-05-16;"9209";B-APV;"1Y";-0.0755562114798195427196363643520502301949
2023-05-16;"9209";B-APV;YTD;-0.0718178637958532364947594282627667288351
2023-05-17;"9209";B-APV;"1M";-0.0049950787682728413320960698786187267420
2023-05-17;"9209";B-APV;"3M";0.0063559530489194294424484763395331732978
2023-05-17;"9209";B-APV;"6M";-0.1344399947911512637998714219156566880635
2023-05-17;"9209";B-APV;"1Y";-0.0644546845602440388545006839609832032090
2023-05-17;"9209";B-APV;YTD;-0.0685521615181183823467618334516231013292
2023-05-18;"9209";B-APV;"1M";0.0010349210224782056277129409874375570950
2023-05-18;"9209";B-APV;"3M";0.0048426096447349911244816683553110610719
2023-05-18;"9209";B-APV;"6M";-0.1435829274735702901073822232001710648807
2023-05-18;"9209";B-APV;"1Y";-0.0648956994447584899822442484003733754123
2023-05-18;"9209";B-APV;YTD;-0.0699528591921747569714485249150784962579
2023-05-19;"9209";B-APV;"1M";0.0001035401334644978873182512034888143831
2023-05-19;"9209";B-APV;"3M";0.0060526831832094550122351089072971162253
2023-05-19;"9209";B-APV;"6M";-0.1425515941807589960055610378495995802228
2023-05-19;"9209";B-APV;"1Y";-0.0554318974402162288234544696292059960235
2023-05-19;"9209";B-APV;YTD;-0.0688328574886012187560462440145167785546
2023-05-20;"9209";B-APV;"1M";0.0067808617431723045633576553550424249944
2023-05-20;"9209";B-APV;"3M";0.0067513615080105134337167787925284392093
2023-05-20;"9209";B-APV;"6M";-0.1425515941807589960055610378495995802228
2023-05-20;"9209";B-APV;"1Y";-0.0454769973357164067268805802611234097345
2023-05-20;"9209";B-APV;YTD;-0.0688328574886012187560462440145167785546
2023-05-21;"9209";B-APV;"1M";0.0013127669807010505566304660601826191429
2023-05-21;"9209";B-APV;"3M";-0.0008651113090126128749502460524084631880
2023-05-21;"9209";B-APV;"6M";-0.1586401534710234497054484717861104119621
2023-05-21;"9209";B-APV;"1Y";-0.0454769973357164067268805802611234097345
2023-05-21;"9209";B-APV;YTD;-0.0688328574886012187560462440145167785546
2023-05-22;"9209";B-APV;"1M";0.0053791433820003432818940836150687121262
2023-05-22;"9209";B-APV;"3M";0.0011054216810398035034922224373601860529
2023-05-22;"9209";B-APV;"6M";-0.1445832782060799233053551210132354256253
2023-05-22;"9209";B-APV;"1Y";-0.0416006362819816405386334530986070414814
2023-05-22;"9209";B-APV;YTD;-0.0650513456385214857415934896861468936179
2023-05-23;"9209";B-APV;"1M";0.0072260619247696092570867745946500027503
2023-05-23;"9209";B-APV;"3M";-0.0014452108979604279908022767417420693099
2023-05-23;"9209";B-APV;"6M";-0.1330988098118996138020620386878024549203
2023-05-23;"9209";B-APV;"1Y";-0.0352149070825748554732650426269639029164
2023-05-23;"9209";B-APV;YTD;-0.0633338105000177332180902342159453576757
2023-05-24;"9209";B-APV;"1M";-0.0070307845099601896209064604705418463105
2023-05-24;"9209";B-APV;"3M";-0.0117335893464769982171676525071793729635
2023-05-24;"9209";B-APV;"6M";-0.1130020808357533934761942410131239563458
2023-05-24;"9209";B-APV;"1Y";-0.0315519741878846060211043496624582229294
2023-05-24;"9209";B-APV;YTD;-0.0547860168799797722018058010443988671004
2023-05-25;"9209";B-APV;"1M";-0.0057337767310253419689058401293867644022
2023-05-25;"9209";B-APV;"3M";-0.0114775514867605549079292422596797737571
2023-05-25;"9209";B-APV;"6M";-0.1165049943118368294226958958798708261121
2023-05-25;"9209";B-APV;"1Y";-0.0329737941089089646003270846084199422220
2023-05-25;"9209";B-APV;YTD;-0.0545411329472636262889137224392840378379
2023-05-26;"9209";B-APV;"1M";-0.0013442108959759405145759935884063027001
2023-05-26;"9209";B-APV;"3M";-0.0177330069735586027158959327792842377389
2023-05-26;"9209";B-APV;"6M";-0.1220958270634884710900479401957405219353
2023-05-26;"9209";B-APV;"1Y";-0.0323320164605634187869489339916792301599
2023-05-26;"9209";B-APV;YTD;-0.0605240783688290272887264206887048757946
2023-05-27;"9209";B-APV;"1M";0.0031301653467297881358614077937323997212
2023-05-27;"9209";B-APV;"3M";-0.0325650538836339208225261550925066035895
2023-05-27;"9209";B-APV;"6M";-0.1220958270634884710900479401957405219353
2023-05-27;"9209";B-APV;"1Y";-0.0236333891992666201132160154813578182399
2023-05-27;"9209";B-APV;YTD;-0.0605240783688290272887264206887048757946
2023-05-28;"9209";B-APV;"1M";0.0010195581849305633142280792442880707052
2023-05-28;"9209";B-APV;"3M";-0.0310842234274711813130503711817805740009
2023-05-28;"9209";B-APV;"6M";-0.1226236062558207405578789191692542720323
2023-05-28;"9209";B-APV;"1Y";-0.0236333891992666201132160154813578182399
2023-05-28;"9209";B-APV;YTD;-0.0605240783688290272887264206887048757946
2023-05-29;"9209";B-APV;"1M";-0.0014330654353278854379437127612690528724
2023-05-29;"9209";B-APV;"3M";-0.0334581887513573137682389605677523163302
2023-05-29;"9209";B-APV;"6M";-0.1144752139844159838013105455157980747512
2023-05-29;"9209";B-APV;"1Y";-0.0260256100026479380557722269437510692799
2023-05-29;"9209";B-APV;YTD;-0.0628259123512086260902852742058681743806
2023-05-30;"9209";B-APV;"1M";0.0008110768613829054714892306527305482495
2023-05-30;"9209";B-APV;"3M";-0.0312860185291296540596388813352374799813
2023-05-30;"9209";B-APV;"6M";-0.1016999167552926639478080902457156797654
2023-05-30;"9209";B-APV;"1Y";-0.0285982910416768440168826952053726893397
2023-05-30;"9209";B-APV;YTD;-0.0607197420618920932972702486318368651860
2023-05-31;"9209";B-APV;"1M";0.0103932428779706176833694413137350137712
2023-05-31;"9209";B-APV;"3M";-0.0220111629568334592492923837643816557836
2023-05-31;"9209";B-APV;"6M";-0.0930992320412908928600448096773499010036
2023-05-31;"9209";B-APV;"1Y";-0.0170266550988581198247909639926454507241
2023-05-31;"9209";B-APV;YTD;-0.0517266967451955554694023413640924661741
2023-06-01;"9209";B-APV;"1M";0.0016525471926269108576367035139810819052
2023-06-01;"9209";B-APV;"3M";-0.0129843321235573919767127084283428125541
2023-06-01;"9209";B-APV;"6M";-0.0917109055383039491625996006978090982419
2023-06-01;"9209";B-APV;"1Y";-0.0266283088854430016964943050147736126522
2023-06-01;"9209";B-APV;YTD;-0.0599300061286560092403032242879421127867
2023-06-02;"9209";B-APV;"1M";-0.0133132370356733539198841043310517666231
2023-06-02;"9209";B-APV;"3M";-0.0203129055729343820316003738394629960126
2023-06-02;"9209";B-APV;"6M";-0.0951974958190571504811600060405563316935
2023-06-02;"9209";B-APV;"1Y";-0.0231654070983310230809764247691493145203
2023-06-02;"9209";B-APV;YTD;-0.0676867267077253707725194177286917869987
2023-06-03;"9209";B-APV;"1M";-0.0099819183448891508989220718415950709629
2023-06-03;"9209";B-APV;"3M";-0.0134698779253365722540196926614375002160
2023-06-03;"9209";B-APV;"6M";-0.0951974958190571504811600060405563316935
2023-06-03;"9209";B-APV;"1Y";-0.0205473943081716887910970019681495091826
2023-06-03;"9209";B-APV;YTD;-0.0676867267077253707725194177286917869987
2023-06-04;"9209";B-APV;"1M";-0.0031812813277705732528215105668396278930
2023-06-04;"9209";B-APV;"3M";-0.0134698779253365722540196926614375002160
2023-06-04;"9209";B-APV;"6M";-0.0951974958190571504811600060405563316935
2023-06-04;"9209";B-APV;"1Y";-0.0205473943081716887910970019681495091826
2023-06-04;"9209";B-APV;YTD;-0.0676867267077253707725194177286917869987
2023-06-05;"9209";B-APV;"1M";0.0028810367610292065114957747560835143985
2023-06-05;"9209";B-APV;"3M";-0.0137541861868347518578808824392161925834
2023-06-05;"9209";B-APV;"6M";-0.0999411784798080792791617469656713707611
2023-06-05;"9209";B-APV;"1Y";-0.0208296628991788172887153592857963917302
2023-06-05;"9209";B-APV;YTD;-0.0679554102075702371116905140443180304146
2023-06-06;"9209";B-APV;"1M";0.0029439621596697386748959052169800615897
2023-06-06;"9209";B-APV;"3M";-0.0064096716313804064514806035989431388011
2023-06-06;"9209";B-APV;"6M";-0.0983386488186899604054364537820195435849
2023-06-06;"9209";B-APV;"1Y";-0.0262823065053260502322227049502519112576
2023-06-06;"9209";B-APV;YTD;-0.0678969294155185123177533029478368470507
2023-06-07;"9209";B-APV;"1M";-0.0024840916056715410608261856586387198271
2023-06-07;"9209";B-APV;"3M";-0.0058104161599186117815193412998554948619
2023-06-07;"9209";B-APV;"6M";-0.0969289744923867379656501009861675694946
2023-06-07;"9209";B-APV;"1Y";-0.0443880082502728654848568853811367838434
2023-06-07;"9209";B-APV;YTD;-0.0729415837260918330073361694784096859860
2023-06-08;"9209";B-APV;"1M";-0.0033595829032386661099699314692598091836
2023-06-08;"9209";B-APV;"3M";-0.0150052381839906793384427391309994256063
2023-06-08;"9209";B-APV;"6M";-0.1000227956637841869951648031695876608188
2023-06-08;"9209";B-APV;"1Y";-0.0391834000321883243835772872605170966858
2023-06-08;"9209";B-APV;YTD;-0.0761175830377497694570120666156720361040
2023-06-09;"9209";B-APV;"1M";-0.0066261763129384121127995251909380740778
2023-06-09;"9209";B-APV;"3M";-0.0169880880898825735369714569270182058321
2023-06-09;"9209";B-APV;"6M";-0.0862912571428380679610363037476788872230
2023-06-09;"9209";B-APV;"1Y";-0.0498856431742557039084869111601657314780
2023-06-09;"9209";B-APV;YTD;-0.0802703735055306995809012872402812771115
2023-06-10;"9209";B-APV;"1M";-0.0011948443144929477459044667120951773008
2023-06-10;"9209";B-APV;"3M";-0.0124285309373215743062219136842927079839
2023-06-10;"9209";B-APV;"6M";-0.0862912571428380679610363037476788872230
2023-06-10;"9209";B-APV;"1Y";-0.0627798285328067767165090048377678963353
2023-06-10;"9209";B-APV;YTD;-0.0802703735055306995809012872402812771115
2023-06-11;"9209";B-APV;"1M";-0.0115343443943814459443457307401991102931
2023-06-11;"9209";B-APV;"3M";-0.0124285309373215743062219136842927079839
2023-06-11;"9209";B-APV;"6M";-0.0862912571428380679610363037476788872230
2023-06-11;"9209";B-APV;"1Y";-0.0627798285328067767165090048377678963353
2023-06-11;"9209";B-APV;YTD;-0.0802703735055306995809012872402812771115
2023-06-12;"9209";B-APV;"1M";0.0252309984638597984799218032889613235056
2023-06-12;"9209";B-APV;"3M";0.0122349927126347974753148202410675862806
2023-06-12;"9209";B-APV;"6M";-0.0618616981604181689950190451444970799951
2023-06-12;"9209";B-APV;"1Y";-0.0393737737931571125843027649337443624517
2023-06-12;"9209";B-APV;YTD;-0.0573011261090445949850313784830200919835
2023-06-13;"9209";B-APV;"1M";0.0221061212413414743906545295510600203783
2023-06-13;"9209";B-APV;"3M";0.0016625944349171440181999379964961116078
2023-06-13;"9209";B-APV;"6M";-0.0625802724770008075700245017358623992430
2023-06-13;"9209";B-APV;"1Y";-0.0694729501090667016671630377321488835018
2023-06-13;"9209";B-APV;YTD;-0.0601744475781860325857777167360469445587
2023-06-14;"9209";B-APV;"1M";0.0166921148913604251404401426359742562967
2023-06-14;"9209";B-APV;"3M";-0.0006194613456389524313645376703650915297
2023-06-14;"9209";B-APV;"6M";-0.0727301032227568611769548543298310920887
2023-06-14;"9209";B-APV;"1Y";-0.0780493433417865933117258359333564438303
2023-06-14;"9209";B-APV;YTD;-0.0651526209820460302015764641426483481046
2023-06-15;"9209";B-APV;"1M";0.0173924693086815633467593340305489705600
2023-06-15;"9209";B-APV;"3M";-0.0248998183090233564136748555328199152338
2023-06-15;"9209";B-APV;"6M";-0.0897942052754547923048410756753204919841
2023-06-15;"9209";B-APV;"1Y";-0.0786700182693807495132932026147895765486
2023-06-15;"9209";B-APV;YTD;-0.0688383918771418887945254824851635487088
2023-06-16;"9209";B-APV;"1M";-0.0013540545208007421942313169732300457076
2023-06-16;"9209";B-APV;"3M";-0.0378262844896870743664319801235789416881
2023-06-16;"9209";B-APV;"6M";-0.1045902407905182136034660070115572226726
2023-06-16;"9209";B-APV;"1Y";-0.0888551828752504408288306687484026737741
2023-06-16;"9209";B-APV;YTD;-0.0730746730135069516630174898962750405198
2023-06-17;"9209";B-APV;"1M";-0.0048553566915347353884302253766050562024
2023-06-17;"9209";B-APV;"3M";-0.0447732559227604993967199849434813824309
2023-06-17;"9209";B-APV;"6M";-0.1045902407905182136034660070115572226726
2023-06-17;"9209";B-APV;"1Y";-0.0951075155141843153426966314742162079866
2023-06-17;"9209";B-APV;YTD;-0.0730746730135069516630174898962750405198
2023-06-18;"9209";B-APV;"1M";-0.0033566189114033867183445047884437470420
2023-06-18;"9209";B-APV;"3M";-0.0447732559227604993967199849434813824309
2023-06-18;"9209";B-APV;"6M";-0.1045902407905182136034660070115572226726
2023-06-18;"9209";B-APV;"1Y";-0.0951075155141843153426966314742162079866
2023-06-18;"9209";B-APV;YTD;-0.0730746730135069516630174898962750405198
2023-06-19;"9209";B-APV;"1M";-0.0016951748902003606449164957457483241792
2023-06-19;"9209";B-APV;"3M";-0.0420286134053828718697082800147850881467
2023-06-19;"9209";B-APV;"6M";-0.1043120592456939575569932425601134627896
2023-06-19;"9209";B-APV;"1Y";-0.0925074978723264771806121134840464139028
2023-06-19;"9209";B-APV;YTD;-0.0704113486471661627579862317478277310964
2023-06-20;"9209";B-APV;"1M";0.0061779894171353043390976965560992756475
2023-06-20;"9209";B-APV;"3M";-0.0294528262767384251171218311286525105262
2023-06-20;"9209";B-APV;"6M";-0.0986450271508995143257790430282916867012
2023-06-20;"9209";B-APV;"1Y";-0.0907216857771892454572398962724368209267
2023-06-20;"9209";B-APV;YTD;-0.0630801167365816753288474041797632769735
2023-06-21;"9209";B-APV;"1M";0.0061779894171353043390976965560992756475
2023-06-21;"9209";B-APV;"3M";-0.0238043033300827045735136685328984003974
2023-06-21;"9209";B-APV;"6M";-0.0882361540257826394345748784239356339238
2023-06-21;"9209";B-APV;"1Y";-0.0907216857771892454572398962724368209267
2023-06-21;"9209";B-APV;YTD;-0.0630801167365816753288474041797632769735
2023-06-22;"9209";B-APV;"1M";0.0060044222406706420465058827534397321796
2023-06-22;"9209";B-APV;"3M";-0.0166573959139702899131325768134200958011
2023-06-22;"9209";B-APV;"6M";-0.0715129730930897860183322365028701361137
2023-06-22;"9209";B-APV;"1Y";-0.0931765083350525665441014261875911009592
2023-06-22;"9209";B-APV;YTD;-0.0594375191443883352723592533546771495135
2023-06-23;"9209";B-APV;"1M";0.0081368593880864167393747542424743998968
2023-06-23;"9209";B-APV;"3M";0.0038912358566998776789002257698657539489
2023-06-23;"9209";B-APV;"6M";-0.0776229989368421907918501292836175685189
2023-06-23;"9209";B-APV;"1Y";-0.1019008676997644573874640149621784392171
2023-06-23;"9209";B-APV;YTD;-0.0557122894224816718468131670533059222554
2023-06-24;"9209";B-APV;"1M";-0.0009799606851396786206278830727678749444
2023-06-24;"9209";B-APV;"3M";-0.0038536907525149266078994467812651027844
2023-06-24;"9209";B-APV;"6M";-0.0776229989368421907918501292836175685189
2023-06-24;"9209";B-APV;"1Y";-0.1144061148470586551386167184668515548592
2023-06-24;"9209";B-APV;YTD;-0.0557122894224816718468131670533059222554
2023-06-25;"9209";B-APV;"1M";-0.0012387175328619770479808304505648169450
2023-06-25;"9209";B-APV;"3M";-0.0038536907525149266078994467812651027844
2023-06-25;"9209";B-APV;"6M";-0.0776229989368421907918501292836175685189
2023-06-25;"9209";B-APV;"1Y";-0.1144061148470586551386167184668515548592
2023-06-25;"9209";B-APV;YTD;-0.0557122894224816718468131670533059222554
2023-06-26;"9209";B-APV;"1M";0.0051217799579076562664425886657297954490
2023-06-26;"9209";B-APV;"3M";-0.0038536907525149266078994467812651027844
2023-06-26;"9209";B-APV;"6M";-0.0807382873898630562411037141427272002539
2023-06-26;"9209";B-APV;"1Y";-0.1144061148470586551386167184668515548592
2023-06-26;"9209";B-APV;YTD;-0.0557122894224816718468131670533059222554
2023-06-27;"9209";B-APV;"1M";-0.0046824741838815214450329396719716573713
2023-06-27;"9209";B-APV;"3M";-0.0075977060706866821325804092141267244799
